k,xzero,xt,ComponentA,ComponentB,Fatigue
3.937250932,0.4218690998,0.4903005788,0.1457806598,3.3632758933,42.572342356
3.9067180688,0.6075253976,0.3166958223,0.9110177406,0.3476286006,48.5214845222
3.6936920779,0.460685647,0.480012232,0.153524298,3.1266205945,28.6599869069
3.6251408987,0.1949564997,0.9013775032,0.5367940426,1.6791868606,38.7907571297
3.6219496448,0.5045408498,0.3188462345,0.0975470941,3.2686389818,39.8178693858
3.7554587002,0.8974541475,0.4481702293,0.1385284878,3.2352206855,39.9603339996
3.8738774003,0.0847562225,0.9508156293,0.4324935623,2.1984503636,49.2729325884
3.7102200992,0.2542519577,0.8193404838,0.3292176544,2.4887501407,34.2649160185
3.9859143907,0.8837446266,0.277208413,0.9247975915,0.2997503622,43.9393251571
3.9196574857,0.3900827809,0.8269651856,0.6975374874,1.1855494515,44.0059380652
3.6924481306,0.8887562247,0.7159161721,0.2631173049,2.7209011301,34.2286024521
3.6539327359,0.991879323,0.9130065207,0.5114215635,1.7852327433,39.3267258793
3.9392402907,0.2476957714,0.8364585417,0.6940616768,1.2051645692,41.8476580044
3.8099565465,0.5525541817,0.7961827293,0.2974518041,2.6766780982,42.4915374826
3.6073586109,0.8678708214,0.8860342937,0.4338076921,2.0424586974,41.8040365929
3.8880356058,0.1968750505,0.1074313522,0.0284401073,3.7774594561,44.9213025847
3.6268254396,0.9460514107,0.3072949846,0.093463856,3.2878483491,40.9669728217
3.710978513,0.1618236214,0.3593071981,0.1086213654,3.3078869601,35.9378867843
3.8150160576,0.7865943276,0.3648698667,0.1071138253,3.4063750941,42.3138083531
3.6795575308,0.9836245278,0.8936849265,0.4156102351,2.1502957602,36.7188133776
3.7421094717,0.1805082567,0.2257237188,0.0644772259,3.5008286338,38.914427478
3.8654580687,0.3842260583,0.2223303623,0.0612713933,3.628616067,48.0421000289
3.7301651332,0.2082763697,0.7473846479,0.7227950877,1.0340200987,39.4557220547
3.7518346284,0.379999808,0.7840786491,0.2974793762,2.6357412034,37.3440318981
3.621742244,0.1307067818,0.8979938099,0.545329278,1.6467001611,40.6430097595
3.6311169125,0.2428602184,0.7682691513,0.6960120057,1.1038159471,35.5528940021
3.9615696177,0.7518035832,0.9901476686,0.5078598663,1.9496474014,38.4123669805
3.7082363666,0.8874589028,0.2507588983,0.0729427969,3.4377472344,37.8280014953
3.8144861207,0.5534401371,0.5824836832,0.1880754175,3.097075051,40.539371187
3.6831091092,0.9710087138,0.7590735528,0.290466861,2.6132879675,31.6392951046
3.9812509221,0.1786554599,0.0604882426,0.0154314038,3.9198146313,47.804058564
3.7049813587,0.0886075884,0.5002886211,0.1609297217,3.1087397398,32.2960844993
3.9030348125,0.3996671926,0.1677537516,0.0450058649,3.7273753551,48.577651588
3.9506190959,0.1086638881,0.980047085,0.543882746,1.8019455335,42.4390135454
3.9268482553,0.893846276,0.4296422695,0.1250486398,3.4358012222,47.877351005
3.6164959416,0.5394401832,0.4644649742,0.1513304684,3.0692099169,40.7709290382
3.8408172991,0.9739723113,0.4879516879,0.8506512337,0.5736213251,53.8771321053
3.7945547995,0.408588359,0.76941146,0.2826690423,2.7219516283,42.2068052771
3.8076688265,0.4132280809,0.9395959074,0.4431148814,2.1204341061,40.8663998545
3.8105202822,0.3432397175,0.3333505649,0.0968643409,3.4414167466,42.8213645153
3.9976710713,0.3320104079,0.4797153856,0.1394430884,3.4402234706,41.0608024748
3.6618170157,0.025424375,0.3987184703,0.124347789,3.2064781662,34.948691569
3.6669554418,0.7138171105,0.6602561846,0.2355301301,2.8032769497,37.7029612235
3.7149016015,0.5416393119,0.9158104125,0.4410378457,2.0764894024,36.1235588508
3.9890078713,0.1637454625,0.0885874918,0.0227242945,3.8983604815,45.2655508691
3.8434446689,0.365258529,0.148585329,0.0402820611,3.6886227958,53.6512810584
3.9849996109,0.2817050051,0.0930484684,0.0239219399,3.8896706897,42.4083772635
3.8558717124,0.0112008646,0.9636421068,0.4908076099,1.9633805333,52.7862382254
3.9668553841,0.2541465687,0.4535547554,0.8683258132,0.5223324568,42.6298463202
3.7151814514,0.2146988003,0.343862739,0.1032080002,3.3317450034,36.2029078676
3.9269209261,0.4603044796,0.6076639151,0.1913628334,3.1754542113,44.0115321527
3.6082852591,0.8023910414,0.8680139185,0.5971527927,1.4535876398,42.4521466714
3.7980250038,0.2521953517,0.3145712669,0.0911295553,3.4519126742,35.1970237553
3.9577584506,0.2028678589,0.2391236099,0.0645909394,3.7021231142,45.3799290605
3.9253248164,0.5130462129,0.9486803938,0.4087969879,2.3206638551,41.9516867387
3.8654890059,0.9063343174,0.2028403416,0.0555618053,3.6507154582,48.8254377001
3.7065610311,0.2341581753,0.2901727357,0.0856164126,3.3892185725,31.9154213544
3.9359661171,0.8156105519,0.9839818869,0.4984348145,1.9741435755,43.0065189867
3.736804616,0.0411009434,0.7436800388,0.2742013391,2.7121677865,36.5330118178
3.7276790456,0.1800735283,0.825637201,0.3311458465,2.4932736125,32.8393812742
3.75579276,0.9790757774,0.2296176956,0.0654162279,3.5101029647,38.6137718851
3.7589115326,0.8458354962,0.7261115524,0.2616110212,2.7755388479,40.6477047863
3.9401914061,0.5353668567,0.6646751428,0.7851471905,0.8465611937,47.4157076296
3.6554368643,0.4761174541,0.3160167234,0.0955882677,3.3060199869,38.212564669
3.6137634559,0.4353322089,0.3553968568,0.1105713889,3.2141846113,41.1438788339
3.6664025297,0.0768904305,0.4784320473,0.154299071,3.1006800256,34.6355918643
3.6979715614,0.6871220382,0.8940038494,0.5908008885,1.5132066772,34.3936861094
3.9787169647,0.2270432254,0.6439003868,0.2030760839,3.1707347047,43.9800653113
3.8646300703,0.0722433123,0.9355553951,0.4110139744,2.2762131054,44.8330211563
3.703625054,0.711478624,0.50483756,0.1628190927,3.1006041829,29.5879183815
3.852047307,0.8495011192,0.4680484315,0.8584600285,0.5452186659,53.9619333325
3.8823965336,0.7449818392,0.8411248216,0.317382724,2.6501909462,37.82442326
3.7954244341,0.9529393215,0.8173046364,0.313826578,2.604319372,40.8475090611
3.6600012426,0.483237561,0.2861102135,0.0854787858,3.3471487805,37.1955243924
3.7942691478,0.9634729097,0.8610981699,0.3481680031,2.4732260354,40.0821178896
3.9055773597,0.7873298302,0.8555885637,0.6758738327,1.2658998208,50.1923873735
3.8775798613,0.2653285227,0.4879151446,0.1476220948,3.3051633995,40.1118471398
3.750815129,0.7445638034,0.456702079,0.1418949235,3.218593503,37.4525544512
3.8516856539,0.2338110483,0.1540347943,0.0417331868,3.6909425371,52.9415682378
3.8937838789,0.4127899012,0.227980667,0.0624498916,3.6506174977,47.1404126428
3.6926356745,0.2874786164,0.5777280999,0.1941473059,2.9757204068,26.9990391973
3.958598972,0.5395723698,0.4008712326,0.1143394454,3.5059749609,45.5123893396
3.9579820162,0.0474973309,0.9299647088,0.377359494,2.4643999254,44.9757218164
3.9175247997,0.8743523313,0.9790114164,0.5097155615,1.9207014467,47.0203090478
3.9287006584,0.6293065531,0.9821423313,0.5028909001,1.9529928482,39.3202615717
3.7170921158,0.5728602292,0.614486428,0.2089909755,2.9402534086,33.1356365017
3.9784241842,0.7455239832,0.5780445204,0.8235817612,0.7018665877,42.5246003882
3.965608636,0.8981287705,0.9898146288,0.5200081102,1.9034599834,46.3008752265
3.8482923106,0.662349522,0.1575809871,0.0427782697,3.6836690241,53.8369374807
3.6311532136,0.4597082148,0.6465166742,0.2317598152,2.789597816,36.9971052869
3.809188811,0.7503253438,0.6534903265,0.7800780304,0.8377243058,43.0746760922
3.6190529255,0.9629001585,0.4191024531,0.1336728994,3.1352836277,41.2679115451
3.7638477538,0.5593137011,0.5050260311,0.1596738684,3.162859623,42.2664731157
3.8014141046,0.3601518403,0.925547878,0.4192202139,2.2077844704,37.4066901182
3.7095292181,0.3413052558,0.7860289392,0.3047937681,2.5788878298,32.9534944406
3.6832823455,0.3673141482,0.5982344225,0.2040588465,2.9316759989,30.9940604127
3.9109815928,0.607026608,0.5560583962,0.1716385072,3.2397065504,46.8150829621
3.7607583215,0.8364588699,0.7506602441,0.2755081865,2.7246386164,39.9332189824
3.612120049,0.6814643683,0.5355229244,0.1810285799,2.958223086,40.6944793351
3.6466842187,0.8655513151,0.8217115334,0.6570632172,1.2505821539,39.4621300242
3.6983965807,0.8377947198,0.4742349529,0.1510403705,3.1397893909,32.2022454534
3.9724285983,0.8793210734,0.6931626434,0.2252153896,3.0777765439,45.5289919085
3.8392832356,0.0028441801,0.4888423435,0.8502478265,0.5749410093,52.301002076
3.7450987904,0.3473473038,0.3102912985,0.0911633991,3.4036828547,38.5502769641
3.8477488468,0.4137571428,0.1413201383,0.03818619,3.7008179784,50.8877191711
3.7272462337,0.9693499751,0.8974704906,0.5959870967,1.5058555724,35.9174409729
3.8097165689,0.0737399394,0.3482063917,0.1017532838,3.4220653975,41.7384504248
3.7981899715,0.186096174,0.7043730879,0.754067564,0.9340981121,38.6818286062
3.6616280503,0.1232414096,0.8463020681,0.3626219183,2.3338414627,37.3669257647
3.6144197955,0.9722172909,0.5662605459,0.1944956078,2.9114310206,42.0328831201
3.8479299928,0.5586564554,0.5092377598,0.8430150101,0.6040672511,51.0272840435
3.9209449624,0.899539241,0.8173331834,0.703830535,1.161264172,47.8991662776
3.6528673089,0.4439175094,0.6642541262,0.238934072,2.7800728481,38.0809673411
3.605066066,0.7141950385,0.4047473733,0.1288825421,3.140435987,40.176110928
3.8523377227,0.6693884567,0.147815717,0.0399678209,3.6983681785,53.7935577387
3.9291710566,0.1103611532,0.8295453598,0.3028319908,2.7392923633,36.4535833931
3.7318058021,0.6734905467,0.3510858703,0.1051321128,3.3394731737,32.7052307597
3.912328604,0.0815433004,0.5687156055,0.823473354,0.6906302466,49.2921801153
3.8691846335,0.8087824408,0.967278141,0.4978420789,1.9429417117,45.6287011797
3.7061201221,0.1718089347,0.8620879511,0.6318636301,1.3643576082,32.2910120475
3.7528515514,0.011323649,0.8169614985,0.6797474215,1.2018603862,34.3521596533
3.9377497358,0.875496216,0.1121248887,0.0293348921,3.8222362721,44.200764146
3.9831541524,0.9099100162,0.6077010456,0.1878586776,3.2348840807,41.6837125257
3.8019053476,0.1916251799,0.2645910474,0.0752581112,3.5157811321,38.4262222152
3.6907365834,0.1913310328,0.9118885376,0.4459162206,2.0449772749,31.3715674984
3.7896452823,0.1954523045,0.8833899831,0.370024023,2.3873854893,41.9478314434
3.8490071749,0.0386413876,0.1526318111,0.0413659981,3.6897891513,53.6685958743
3.8911287221,0.949442297,0.5114589537,0.8443220708,0.6057628616,49.2916511698
3.9434717386,0.5066171834,0.626004759,0.1979148771,3.1630000143,44.6982355171
3.776712621,0.6089503654,0.7927919524,0.2997898098,2.6444926626,42.150473846
3.9262626708,0.1923591292,0.5442795734,0.8337283936,0.6528260013,44.9944181319
3.6234370278,0.1838554516,0.8690674023,0.3992336607,2.1768389989,41.5932289365
3.7417465046,0.7050583518,0.2279936379,0.0651809704,3.4978558362,41.2405193344
3.8463929152,0.5798966491,0.1549300705,0.0420472892,3.68466252,53.587887686
3.6935030768,0.9809755953,0.2613371336,0.076627705,3.4104784127,36.826543751
3.8977433699,0.8433523416,0.4927259362,0.8515492438,0.5786229509,47.9665444747
3.9956736259,0.134696404,0.2760471089,0.0746607245,3.6973537381,42.0639018272
3.7176174129,0.6738044388,0.7375159741,0.7271914537,1.0141978021,39.8454119298
3.7268003566,0.0202230482,0.3139958271,0.0928801904,3.38065443,30.5952123368
3.6155763205,0.3839107883,0.3141476316,0.0961278555,3.2680187223,41.5082736792
3.7585329991,0.8248732073,0.8698832294,0.636226935,1.3672530689,38.9354472186
3.9930167448,0.5256663299,0.0828436626,0.0211964247,3.908379066,40.450272412
3.9863340079,0.815054909,0.9774545644,0.5692721364,1.7170251307,47.1629456274
3.7104151943,0.7697981967,0.7786607815,0.2996456304,2.5986054944,36.681290684
3.6780599373,0.9940632571,0.5234579195,0.1718522119,3.0459772016,35.2679693513
3.9160448124,0.2041846651,0.6654760675,0.7829562438,0.8499530756,45.6335775913
3.7131432372,0.2011144768,0.9218074184,0.5417698314,1.7014742514,37.0450714642
3.9162725332,0.6324419829,0.9227578287,0.3800894252,2.4277387571,47.278244437
3.8205454644,0.7644611467,0.9396001698,0.4362309916,2.1539051278,44.491078615
3.9338939855,0.1364177737,0.4053477685,0.883353844,0.4588736114,42.4626152502
3.7531878555,0.1508606547,0.2566496052,0.0738330887,3.4760784036,38.3177131118
3.9323564174,0.517688043,0.2410913768,0.9343850306,0.2580214461,42.3803988221
3.7048315549,0.4005739019,0.8814514549,0.6099115933,1.4452118382,31.6292169784
3.7784968397,0.6531133791,0.943853945,0.485722225,1.9431969477,41.8101366304
3.8891788348,0.384059825,0.4162601169,0.1218867046,3.415139643,47.9501859088
3.9426716568,0.3978121127,0.5955745616,0.1854505215,3.2115011418,50.5912909201
3.7018187508,0.3162948961,0.703950784,0.744615018,0.945388915,33.2532646714
3.6294375069,0.2916509515,0.3053418551,0.0927276709,3.2928882203,36.7835994014
3.6744250489,0.0415981272,0.5996699284,0.2053833396,2.9197593613,33.4724792087
3.8160748166,0.0092677568,0.20568807,0.0571686879,3.5979148262,37.7076727926
3.7100393206,0.2752681189,0.4393382525,0.1372587135,3.2008040963,36.9312044147
3.6640062011,0.1294595748,0.8497356462,0.6344828684,1.3392570368,38.3036853846
3.8905671595,0.4501933116,0.4626353556,0.1379393145,3.3539049924,48.5218264254
3.6939650738,0.1495809588,0.5720754615,0.1915645742,2.9863322273,31.8583872456
3.9326136662,0.9639444969,0.7496564203,0.2563311537,2.9245622679,44.4420618937
3.8998663779,0.3798728328,0.5812253897,0.1822536507,3.1891014932,46.6373764432
3.7658788927,0.3465844351,0.8601455838,0.6469523594,1.3295346579,35.2282670133
3.6550898615,0.0103371465,0.7865459492,0.6865691308,1.1456179922,37.9855665167
3.9705886018,0.9249749303,0.6236023799,0.1951318313,3.1958003767,47.59669931
3.8232981088,0.5068492817,0.5605093039,0.1784469091,3.1410423786,41.2135177047
3.7758615778,0.861535094,0.532934498,0.1700643823,3.133722011,37.6144790322
3.982369707,0.2405514483,0.7017611709,0.7716302966,0.909452589,38.6618766623
3.7247879586,0.2585090435,0.7334045801,0.7304379661,1.0040614182,34.8904491837
3.8041782229,0.1839135543,0.9363872937,0.5620720371,1.6659560198,40.5917764436
3.8722997619,0.9094445979,0.9401898221,0.4151402473,2.2647522811,46.4300719164
3.7873813331,0.1282126628,0.8780455664,0.3652204612,2.4041521759,33.8056595557
3.7070034165,0.8456733796,0.6916348042,0.2481571385,2.7870840563,31.1633896629
3.8737074227,0.6716538557,0.9364705467,0.5908269849,1.5850165457,42.5910010673
3.9307532555,0.199978502,0.2364973602,0.064300463,3.6780040013,39.5408021358
3.7433714797,0.1491607524,0.4883313609,0.1542432711,3.1659816179,38.579360527
3.7160975043,0.4475700319,0.8541351504,0.6419600422,1.3305113935,33.0441988362
3.9174437316,0.8192271202,0.830659848,0.6948299347,1.1954865594,43.7849754831
3.9149176341,0.1611791129,0.3841921121,0.8896980542,0.4318230328,49.2886923752
3.955907004,0.2603264765,0.0661302682,0.0170060466,3.8886326652,45.8195087657
3.9395003994,0.9576135873,0.2265926857,0.9387275608,0.2413827986,46.6475292033
3.8093142329,0.5952640233,0.7091831177,0.2473556064,2.8670590009,35.8034879616
3.8647497955,0.9477830104,0.8924833755,0.6380972574,1.3986635503,43.7070707154
3.6070427335,0.3404467805,0.6100805434,0.2156339234,2.8292419571,41.3005849846
3.7939464416,0.2799951375,0.3038169622,0.0877857377,3.4608920544,38.8300649073
3.6515439335,0.2332220249,0.8555755222,0.6252791178,1.3683097642,38.4028661326
3.6461935115,0.2613298029,0.8936961829,0.4300277315,2.0782291871,36.2711855497
3.8739811219,0.8012448185,0.9482724253,0.572250771,1.6570924379,46.2086938542
3.8992536744,0.8243395744,0.9414027715,0.5925660429,1.5886883543,48.2517867269
3.7849902764,0.0614127076,0.759830396,0.278072779,2.7324875117,41.3549849641
3.7100099446,0.6032995932,0.5110145712,0.1649468809,3.098055376,35.3687059953
3.9521469492,0.5668539527,0.9743318267,0.4411127108,2.2088046948,48.2558429954
3.9528957866,0.3800109828,0.1513297078,0.0398731181,3.795281506,43.1260805007
3.7234302467,0.0718495964,0.8747478431,0.6227573301,1.4046367675,37.7181888677
3.7544598718,0.372481642,0.3174736914,0.093255713,3.4043350395,37.0649222263
3.6341803226,0.4151041598,0.5026522679,0.165803079,3.0316220353,38.602206541
3.8049600448,0.7469498017,0.6559677797,0.2214287758,2.9624324001,38.7691944688
3.8955545005,0.0783832852,0.2252076563,0.0616068551,3.6555616388,40.1322098445
3.681675473,0.1109305754,0.3605187261,0.1100287983,3.2765851448,29.536352679
3.6214689981,0.0988083243,0.9037815976,0.5209248107,1.734955946,40.5875651022
3.6669371128,0.9162788668,0.8448774246,0.6399852791,1.3201513413,31.1984147032
3.7477879122,0.7998209939,0.4805843737,0.1510465296,3.1816975546,37.6681097539
3.7165460723,0.4778100915,0.928205052,0.5158311968,1.7994356637,32.69573932
3.8761751836,0.6981498537,0.6934223074,0.7666581357,0.9044739436,43.0240631421
3.8154427847,0.7178416392,0.5929374045,0.1924363671,3.0812128363,43.5973706546
3.9745068178,0.2612865615,0.4041615282,0.8851123567,0.4566217217,47.2828824532
3.7073772994,0.851430437,0.7528212967,0.2833443757,2.6569127929,32.5247391186
3.6121684818,0.2123848291,0.786238652,0.6798224333,1.1565353149,42.3667676626
3.7626645142,0.6337890262,0.2208790001,0.0626246638,3.5270289139,37.1289314608
3.7575783737,0.9466123606,0.928858401,0.4470473348,2.0777629766,34.8813753558
3.6656074354,0.9218836875,0.2930719342,0.0876309977,3.3443865988,33.9599089061
3.7932518302,0.8299109461,0.7364534488,0.7363296123,1.0001681808,37.2552349742
3.7426630033,0.8927482646,0.8393908722,0.3396141213,2.4716017961,39.5379820883
3.9767995054,0.2684085879,0.9556127049,0.4014958281,2.3801310948,45.2370027777
3.9721157271,0.9928524242,0.6971199068,0.7729406107,0.9019061713,44.6239276733
3.9336707187,0.1073278838,0.2164369585,0.0584364438,3.7038009908,42.1885767904
3.664671856,0.2189704115,0.8699074011,0.6123538374,1.4205959823,37.684275982
3.8518410438,0.1650293098,0.4785087495,0.8546426629,0.5598933569,53.9243597715
3.668666347,0.3688010507,0.357704305,0.1094907745,3.2669812272,33.608451946
3.9022594011,0.6985606612,0.6504252085,0.2113464562,3.0775307053,49.8187487155
3.7054013155,0.1440577297,0.5457801577,0.1795208743,3.0402044317,35.3784715546
3.7365685396,0.4241388973,0.2833497556,0.0826650535,3.4276849015,36.4353476954
3.9213535618,0.7440293173,0.970063462,0.551188382,1.7599490366,39.5499178374
3.6519170394,0.0450013398,0.6455723025,0.2294011792,2.8141629641,36.1832637818
3.8143534615,0.2220551572,0.8394376687,0.3270068863,2.5670336128,43.4217052067
3.8097110551,0.4411020477,0.2174480485,0.0607703417,3.5781936124,39.1794319632
3.7093967512,0.5141368202,0.2499461353,0.0726615888,3.4398660898,36.3785692908
3.8976954282,0.4171629195,0.921812196,0.6161815208,1.4960075318,39.5634335834
3.7907438667,0.575794901,0.2739060676,0.0784036864,3.4935355733,38.3387950146
3.6985095112,0.3998006908,0.8384970274,0.3473964147,2.4136605673,35.8780353794
3.8811416798,0.0450790488,0.9544968707,0.5637810059,1.6930277195,43.6583058912
3.9333909233,0.7163146441,0.7281499931,0.2452848045,2.9685898998,39.9318680107
3.6396738965,0.7587496205,0.845636693,0.3671037539,2.3035359462,37.4437545061
3.9204186121,0.6624400202,0.8152584052,0.7050563922,1.1563024096,46.5023396048
3.7424957193,0.8212940973,0.2284632757,0.0653112623,3.4980685999,41.6894657451
3.7631964099,0.0136159177,0.9268192439,0.5609498927,1.6522317874,31.6331262686
3.6178301987,0.5504557977,0.395279585,0.1248450246,3.1661620986,41.0070752574
3.6547853769,0.7461476478,0.7957324941,0.3203432537,2.4839995377,36.3308427312
3.6341284387,0.0929899155,0.8406498326,0.3633284673,2.3137461233,34.9330712435
3.9801112352,0.878946663,0.0547542128,0.0139516026,3.9245823048,48.936130144
3.881878152,0.4463761636,0.7503298357,0.7381377455,1.0165173645,45.0848112033
3.6128980355,0.2473477972,0.8617747301,0.3928892017,2.1934294104,40.7652249857
3.8726921154,0.6908516623,0.5701608142,0.8205839049,0.694823297,47.9351721925
3.7386533023,0.503553031,0.5013106644,0.1595423186,3.1421798861,41.8131688578
3.9344552723,0.8471065729,0.6362629759,0.7971268315,0.7981954072,45.0939907562
3.6981402594,0.9186117687,0.3093982334,0.0921559073,3.3573347886,28.1853791671
3.8515670818,0.2040892087,0.1427119631,0.0385381495,3.7031348137,53.8333880027
3.6186086902,0.1381520699,0.9002328247,0.53494687,1.6828452976,41.4507399716
3.9524300082,0.7575104707,0.1788077025,0.0474957918,3.7647062156,48.5781926823
3.7880517919,0.2589543231,0.3240272681,0.0944624455,3.4302231558,38.4054985465
3.7279104253,0.6652755726,0.5561789017,0.1824991406,3.0475699763,31.978430472
3.7406641702,0.3210166826,0.4944471423,0.1567532152,3.1543030346,40.8972028474
3.6595995247,0.4835598012,0.5308441335,0.1760482329,3.0153334953,34.9602813085
3.8376455502,0.9899063926,0.9590897972,0.5091541716,1.8836923091,53.5508306359
3.9366520207,0.4132416453,0.8626759653,0.3243284385,2.6598838179,44.283326229
3.7575858909,0.6138994876,0.2872621773,0.0834049917,3.4441844708,41.9160889078
3.6756615237,0.5028073742,0.5764534902,0.1947621619,2.959781739,30.7868188216
3.892958554,0.8029264526,0.4512495944,0.1338228671,3.3719916787,43.4273552143
3.6288179908,0.0065168443,0.8335437672,0.3575260655,2.331420972,33.3422770663
3.841447369,0.6544909792,0.1490151598,0.0404256426,3.6861543907,52.3178250689
3.6140564836,0.8202295008,0.8086984397,0.6619729965,1.2216486835,41.1659602419
3.8316911111,0.3762416393,0.1544449523,0.0420777964,3.6704619927,51.6005981891
3.656901273,0.9999070316,0.8402673505,0.3577881236,2.3485054285,36.7197014037
3.7537683106,0.7717954119,0.2689866555,0.0776941477,3.4621224809,36.0549848946
3.6148346178,0.8702841927,0.8791094815,0.5824927985,1.5092194851,42.9576061731
3.7743890777,0.3961166644,0.6648791432,0.228256432,2.912860494,37.5913940451
3.6047812438,0.9129973734,0.8762159933,0.5832435951,1.5023156718,40.4169475223
3.8491824359,0.8972345433,0.1396593318,0.0377044841,3.7040509981,46.8788323954
3.731916585,0.8917572993,0.8274813873,0.3318659582,2.4934205115,33.3860715102
3.8652837877,0.2539839434,0.1673185068,0.0453435462,3.6900181137,48.0162476397
3.8854329957,0.2305009783,0.3755147818,0.8916033326,0.4211679881,47.1370254428
3.790337247,0.100911162,0.442405477,0.1349236946,3.2789309418,41.3083103733
3.6320720533,0.8248921932,0.7714281757,0.6939241813,1.1116894273,36.7036639121
3.6582562719,0.7762025287,0.8853969003,0.5892914892,1.5024769857,37.7305285897
3.7755052471,0.5702927233,0.4308966264,0.1313938776,3.2794269726,42.8072159804
3.7856288648,0.5838246841,0.9167458755,0.4114830642,2.2279066995,39.7547125856
3.6945888296,0.9790173847,0.268780381,0.0789890039,3.4027569381,35.0934502759
3.6292780796,0.3435030575,0.6429389018,0.2300988817,2.7941852521,37.8098762224
3.7786987758,0.2567257373,0.8387924489,0.6673942108,1.2568170886,40.0149914166
3.9275651937,0.2962950985,0.5418866205,0.8347086573,0.6491925246,41.6268197498
3.6862385833,0.6347563521,0.7977347907,0.3167212163,2.5187286156,29.4589525737
3.7560860463,0.3489761454,0.860861924,0.3557474951,2.419867844,38.2001359249
3.8208448352,0.6578317599,0.2445441048,0.0687258719,3.5582539424,41.8360142499
3.8893854187,0.5690945284,0.4673047379,0.1396511898,3.3462281174,48.6015389249
3.8579758025,0.98929927,0.5358399854,0.8333294403,0.6430109865,50.1294867725
3.6091914975,0.8618803731,0.7873651873,0.678450109,1.1605351328,42.133134125
3.8698325423,0.2904443256,0.6624473027,0.7807446868,0.848481346,42.6895155802
3.742631458,0.614009638,0.2282366621,0.0652390749,3.498465644,42.8693087239
3.6460664703,0.8230387947,0.7616459309,0.7027430883,1.0838184589,38.3613570131
3.9946990695,0.1497784293,0.0860717946,0.9779680923,0.0880108414,45.5546177918
3.8656711992,0.4629685822,0.29385613,0.0828871201,3.5452568462,52.7838948137
3.7935769551,0.4980257329,0.3069439115,0.0887962503,3.4567215464,36.5948040596
3.7739762504,0.254558436,0.7652532849,0.2826778701,2.7071566822,36.48416781
3.7874723561,0.3605180293,0.8309689113,0.6749304613,1.2311918915,36.1512044505
3.6970894648,0.9625892175,0.7338504389,0.2730508826,2.6875959235,32.4339938192
3.6905061987,0.0893392621,0.627196969,0.2170667297,2.8894200873,30.5660975546
3.60700259,0.9262605455,0.3417198841,0.1059668913,3.2247797386,42.2293194113
3.9239773601,0.7521181837,0.5848855479,0.1822804091,3.2087131615,44.2910524575
3.8738914594,0.1398995553,0.4765106378,0.1436373701,3.3174558781,45.5945503208
3.7887893647,0.3582345906,0.6343247776,0.2126352395,2.9831592305,37.7803017095
3.9422121413,0.7849409725,0.0569157383,0.0146521998,3.8844500615,43.3783364876
3.7273565819,0.9461662118,0.8045553336,0.3152067449,2.5524686465,36.3137853256
