k,xzero,xt,ComponentA,ComponentB,Fatigue
3.0543925579,0.5873195047,0.5868249711,0.25942763,2.2619987354,15.3683355993
0.6217520256,0.1213361936,0.0,1.0,0.0,0.1213361936
1.0577335887,0.6100133327,0.0546900333,0.9453033544,0.0578544792,0.5553232994
1.3472161166,0.0140782331,0.2577285948,0.7422714052,0.3472161166,0.2436503617
1.4604352013,0.5320811915,0.3152725988,0.6847274012,0.4604352013,0.2168085927
3.1276272524,0.6125754623,0.543833816,0.2241026206,2.4267177888,22.6382781937
2.8691587881,0.1265326278,0.6514657574,0.3485341788,1.8691588862,0.8943527347
1.6862179962,0.599783285,0.406956869,0.593043131,0.6862179962,0.1972095026
1.1411545498,0.346493363,0.1236945236,0.8763054738,0.1411545714,0.2227988394
2.3642884734,0.5542085819,0.5770397685,0.4229602315,1.3642884734,0.0454455583
0.7052549786,0.8881851882,0.0,1.0,0.0,0.8881851882
2.2314919082,0.9782406036,0.5518693138,0.4481306862,1.2314919082,1.4496984339
0.4826384962,0.1761434262,0.0,1.0,0.0,0.1761434262
1.9686271148,0.0640129879,0.4920317858,0.5079682142,0.9686271148,0.4280187978
3.0216252683,0.0660887696,0.6164426918,0.2855479185,2.1588064625,11.2710573409
3.6148306389,0.0104438312,0.8969050329,0.5433804792,1.6506022339,40.3938398384
2.3095537837,0.2531960883,0.5670159288,0.4329840712,1.3095537837,0.3170743189
3.0757544646,0.6232783676,0.5722328963,0.247109414,2.3157065811,17.2696429323
0.8814748053,0.6987527949,2.597e-07,0.9999997054,2.597e-07,0.6987525352
2.8619335108,0.3351195171,0.6505858778,0.3494141332,1.8619334938,0.4719849584
3.8192976107,0.4671137805,0.592771215,0.1921108128,3.0855692425,43.5771105734
2.8278228624,0.0895713266,0.6463710598,0.3536289387,1.8278228646,1.2762864661
2.6338795787,0.838712981,0.620331921,0.379668079,1.6338795787,0.7998466813
3.8956095655,0.6895421739,0.585914303,0.1844112709,3.1772152546,44.6660570995
3.4217908899,0.4466630367,0.4465666362,0.1543219702,2.8937333781,39.9111795111
0.0568483896,0.215610793,0.0,1.0,0.0,0.215610793
3.6341324959,0.4526930236,0.4966700279,0.1633519824,3.0404897484,39.466807949
1.9641928792,0.0362976548,0.4908850294,0.5091149706,0.9641928792,0.4545873746
1.4097246328,0.3363038557,0.2906416071,0.7093583929,0.4097246328,0.0456622487
2.7085984358,0.3456956065,0.630805369,0.369194631,1.7085984358,0.3688834416
1.2629184055,0.3273070836,0.2081832083,0.7918167917,0.2629184055,0.1191238752
1.0510640847,0.0223384593,0.048270462,0.9517462482,0.0507177855,0.0259320028
0.8465221894,0.0934970594,3.3e-09,0.9999999961,3.3e-09,0.0934970561
1.4235366909,0.7259219012,0.2975242532,0.7024757468,0.4235366909,0.4569944428
3.7871460623,0.0568632559,0.5255139389,0.1664771702,3.1566727026,39.2910350998
2.8059373828,0.7634032612,0.6436128596,0.3563871405,1.8059373826,1.0085803414
0.6040567535,0.549770909,0.0,1.0,0.0,0.549770909
1.0837418096,0.5104807883,0.0772794919,0.9227197315,0.083751858,0.4332012964
3.2288377212,0.5918907926,0.5025200433,0.1928110748,2.6062820497,30.1551203182
3.4076119614,0.4641137689,0.4500573459,0.1565966198,2.8739914467,39.3325207779
1.9654625581,0.092278824,0.4912139151,0.5087860849,0.9654625581,0.3989350911
0.3679511523,0.9518443556,0.0,1.0,0.0,0.9518443556
3.7309480292,0.6768038411,0.5676360308,0.1871782815,3.0325955887,26.9069359005
3.8632397425,0.2119611158,0.1312431707,0.0352122076,3.7272065425,48.7713369984
0.3015511025,0.8657446209,0.0,1.0,0.0,0.8657446209
2.37446875,0.0098212835,0.5788531645,0.4211468355,1.37446875,0.5952478521
2.5309698759,0.4219326125,0.6048945467,0.3951054533,1.5309698759,0.2371803436
0.4768527363,0.3148388023,0.0,1.0,0.0,0.3148388023
1.2805195131,0.8936486376,0.219066957,0.780933043,0.2805195131,0.8693125243
3.5343823886,0.094952138,0.8822966722,0.4808294198,1.8349473553,39.7820525856
3.1394650798,0.8127018512,0.7802722257,0.4617466252,1.6898276743,24.3834037307
0.8874662204,0.4590126269,5.175e-07,0.9999994169,5.175e-07,0.4590121094
0.3124109583,0.0947730804,0.0,1.0,0.0,0.0947730804
3.705498937,0.0995765826,0.9193726485,0.4565299273,2.0138277768,27.9343140495
3.7191328936,0.5022161113,0.261136051,0.0759884785,3.4365216437,35.0718839093
2.6743026646,0.369239302,0.6260707461,0.3739292539,1.6743026646,0.2700505837
1.1397236392,0.3819387268,0.1225943351,0.8774056617,0.1397236654,0.2593443918
1.9527020552,0.7741659237,0.4878891035,0.5121108965,0.9527020552,0.5792613295
2.8705703628,0.7049456384,0.6516372244,0.348362881,1.8705702011,0.778049834
2.7082957505,0.527610204,0.630764107,0.369235893,1.7082957505,0.4231964152
1.3073178012,0.0672032825,0.2350750529,0.7649249471,0.3073178012,0.1678717704
2.3783177388,0.5818402746,0.5795347343,0.4204652657,1.3783177388,0.0051469822
1.7831008823,0.6091732538,0.4391792355,0.5608207645,0.7831008823,0.1993068915
0.4102782274,0.1408444386,0.0,1.0,0.0,0.1408444386
0.5828898569,0.4578723502,0.0,1.0,0.0,0.4578723502
1.4545284728,0.7995682557,0.3124919734,0.6875080266,0.4545284728,0.6458580787
3.1913611819,0.532849229,0.5163597648,0.2030138465,2.5434706727,28.0269339296
3.832819644,0.1700701846,0.498145055,0.8464559129,0.5885067933,40.6245842263
3.1279124853,0.4147617536,0.5436962306,0.2239941914,2.4272782573,23.1543055787
2.6113290788,0.1806953804,0.6170532438,0.3829467562,1.6113290788,0.4476962195
1.4984939885,0.6954976299,0.3326633222,0.6673366778,0.4984939885,0.3934568102
3.2442318463,0.5871419329,0.4972067272,0.1889673511,2.6311779478,31.1071318372
2.5117052252,0.9638565685,0.6018641081,0.3981358919,1.5117052252,1.4001000765
1.1779866307,0.8981608436,0.1510939307,0.8489060693,0.1779866303,0.8337587471
0.7141624437,0.7260826122,0.0,1.0,0.0,0.7260826122
3.938893226,0.7431446393,0.5335413527,0.1615544906,3.3025473374,40.3532170493
1.3240705215,0.2254921751,0.2447532184,0.7552467816,0.3240705215,0.0192610433
3.9905240481,0.6195241666,0.9303167946,0.62987885,1.47697735,42.4054108057
1.7945585502,0.4074322798,0.4427598922,0.5572401078,0.7945585502,0.0353276123
2.9857352105,0.7664266633,0.6737938266,0.3440224116,1.9585753829,5.4180595093
3.6549964166,0.7418857458,0.9052442925,0.4517620468,2.0038077545,36.8286661995
2.2331017711,0.410952997,0.5521923752,0.4478076248,1.2331017711,0.1475507655
1.4933267236,0.1784622152,0.3303541789,0.6696458211,0.4933267236,0.1518919637
3.0921600818,0.8303887124,0.7610007516,0.4376022297,1.7390239353,20.1719829884
0.7719210642,0.7842481905,0.0,1.0,0.0,0.7842481905
3.4691913,0.6774461892,0.4777814832,0.1649198377,2.8970528338,39.9846939134
3.8618395466,0.16139456,0.9638191261,0.5206122544,1.851318554,48.9723231583
2.7790268013,0.7169549373,0.6401618007,0.3598381993,1.7790268013,0.6376108124
3.1900361087,0.8996589257,0.5168755165,0.2033994411,2.5411845472,26.9700737796
0.5244556254,0.3166114285,0.0,1.0,0.0,0.3166114285
2.6855324578,0.9470488345,0.6276343646,0.3723656354,1.6855324578,1.4885645134
1.5466638857,0.9003142914,0.3534471133,0.6465528867,0.5466638857,0.9761399759
0.9169215444,0.7271725637,1.01676e-05,0.9999889111,1.01677e-05,0.7271623962
0.7432900425,0.092723296,0.0,1.0,0.0,0.092723296
2.5024773976,0.6153590197,0.6003959912,0.3996040088,1.5024773976,0.0469033691
1.2461900994,0.9418740509,0.1975542091,0.8024457909,0.2461900994,1.0029771159
1.534062711,0.9781684192,0.3481361663,0.6518638337,0.534062711,1.260784881
2.2535450506,0.5668860376,0.5562547109,0.4437452891,1.2535450506,0.0184864167
1.6685109811,0.3449414795,0.4006632193,0.5993367807,0.6685109811,0.0557217398
2.7334342658,0.8430755974,0.6341598507,0.3658401493,1.7334342658,0.7710942285
0.3987415803,0.8921810737,0.0,1.0,0.0,0.8921810737
3.1014915062,0.209444413,0.7652251696,0.4427996534,1.7281521424,21.0526198562
1.0217523051,0.57294361,0.0236060437,0.9763365517,0.0241781829,0.5493375663
2.7318283452,0.3807795512,0.6339447895,0.3660552105,1.7318283452,0.3303919776
2.5385072487,0.3554322086,0.6060676996,0.3939323004,1.5385072487,0.302315812
3.8455171949,0.3025066266,0.1428338234,0.0386356563,3.6969431143,48.7238400069
2.4596100013,0.8923806986,0.5934314792,0.4065685208,1.4596100013,1.0654091874
1.5144035177,0.2003054802,0.3396740114,0.6603259886,0.5144035177,0.1393685311
1.3355651493,0.2656582858,0.2512532987,0.7487467013,0.3355651493,0.0144049871
1.5715260412,0.0645155623,0.3636758324,0.6363241676,0.5715260412,0.2991602701
0.9360312248,0.5887602224,6.8013e-05,0.9999273337,6.80179e-05,0.5886922094
0.6848546338,0.6932880475,0.0,1.0,0.0,0.6932880475
3.8426511046,0.20936788,0.4946881856,0.8482295652,0.583200829,53.4820845058
3.3629851639,0.0365639121,0.4615741709,0.1642193057,2.8107180751,36.4959835806
0.3208991441,0.6299357643,0.0,1.0,0.0,0.6299357643
1.3893169092,0.4222220285,0.2802218174,0.7197781826,0.3893169092,0.1420002112
3.6721683466,0.8216271889,0.807450259,0.673540253,1.1988151493,35.7067152655
2.6221053148,0.9814833294,0.6186270649,0.3813729351,1.6221053148,1.7034002825
3.5786791366,0.7625203181,0.8945902058,0.504715592,1.7724639777,40.6121110236
1.9172211999,0.8686587711,0.4784117763,0.5215882237,0.9172211999,0.9095962898
0.3236194931,0.4326034506,0.0,1.0,0.0,0.4326034506
1.005717984,0.1725392658,0.0122671251,0.9876500993,0.0124205172,0.1602721407
1.9246905968,0.0191330058,0.4804359715,0.5195640285,0.9246905968,0.4613029658
2.1292286168,0.4289321799,0.530346346,0.469653654,1.1292286168,0.1036505095
1.4387387606,0.0321573756,0.3049467858,0.6950532142,0.4387387606,0.2727894101
2.0963187469,0.6029602193,0.5229733067,0.4770266933,1.0963187469,0.1246576509
2.5004828375,0.0604699734,0.6000772391,0.3999227609,1.5004828375,0.6348586291
2.2150716128,0.8674059456,0.5485473272,0.4514526728,1.2150716128,0.9108138173
0.8560452214,0.6793973454,1.61e-08,0.9999999812,1.61e-08,0.6793973294
1.5301374206,0.332279651,0.3464639276,0.6535360724,0.5301374206,0.0141842766
1.2779619147,0.3037192411,0.2175040676,0.7824959324,0.2779619147,0.0862151734
0.4771061476,0.0732917105,0.0,1.0,0.0,0.0732917105
2.7042238251,0.1381398353,0.6302081245,0.3697918755,1.7042238251,0.6587245035
3.568602548,0.7572546202,0.8789926404,0.4392780383,2.0009938213,40.389305493
3.0201051202,0.3332095983,0.6539831636,0.3170879418,2.0624662035,1.6367062796
2.3215924656,0.6792650595,0.5692611796,0.4307388204,1.3215924656,0.2702912902
1.9712992559,0.1380726033,0.4927203483,0.5072796517,0.9712992559,0.354647745
2.2854195152,0.6270406552,0.5624435718,0.4375564282,1.2854195152,0.1381111055
2.3887198065,0.6506658054,0.5813657185,0.4186342815,1.3887198065,0.1843034098
1.8660049465,0.0902224978,0.46409574,0.53590426,0.8660049465,0.3738732422
3.6978333584,0.1445500494,0.2861771328,0.0845369923,3.3852296481,32.9508719543
2.0097414209,0.8266699488,0.5024235508,0.4975764492,1.0097414209,0.7531609901
2.2041650179,0.5166479073,0.5463134603,0.4536865397,1.2041650179,0.0401014597
1.2343423962,0.8941061287,0.1898520191,0.8101479809,0.2343423962,0.8502221847
0.6882624197,0.8914661445,0.0,1.0,0.0,0.8914661445
2.1828522429,0.0208231129,0.5418837884,0.4581162116,1.1828522429,0.5285015909
3.9932904972,0.8218779496,0.7157189144,0.233974372,3.0589628609,46.1380235744
2.6278239368,0.4260445007,0.6194570017,0.3805429983,1.6278239368,0.3225046524
1.8549055305,0.5619778715,0.4608889868,0.5391110132,0.8549055305,0.1096644291
2.004052073,0.2990556639,0.50101097,0.49898903,1.004052073,0.2019572467
0.300257052,0.7450710685,0.0,1.0,0.0,0.7450710685
1.6814991742,0.10184427,0.4052926012,0.5947073988,0.6814991742,0.3034483312
3.0753950037,0.7873247407,0.752701583,0.4275401003,1.7605403155,18.3922322751
0.7981343754,0.8107925332,0.0,1.0,0.0,0.8107925332
0.9804309509,0.8065901099,0.0027194706,0.9972185131,0.0027270559,0.8038706393
1.342933457,0.0360895351,0.2553614665,0.7446385335,0.342933457,0.2192719314
2.0967122106,0.1172080928,0.5230628243,0.4769371757,1.0967122106,0.4066161275
0.8819234673,0.7278184451,2.67e-07,0.9999996973,2.67e-07,0.7278181781
2.4700215039,0.0342545226,0.5951452251,0.4048547749,1.4700215039,0.5895174089
1.7561505573,0.3494348418,0.43057274,0.56942726,0.7561505573,0.0811378982
2.6403373281,0.0406952697,0.6212605149,0.3787394851,1.6403373281,0.8062645937
2.7887577493,0.9380438479,0.6414174016,0.3585825984,1.7887577493,1.3981381072
0.2686216245,0.8541292057,0.0,1.0,0.0,0.8541292057
3.3965978392,0.8673546641,0.8415896362,0.5471773744,1.5380563516,38.8306711665
2.2662717271,0.5160085293,0.5587466463,0.4412533537,1.2662717271,0.0627739342
2.3634791474,0.2573978882,0.5768949343,0.4231050657,1.3634791474,0.3465932257
1.1713554927,0.3435587764,0.1462882057,0.8537117942,0.1713554934,0.1972705708
2.4775586046,0.1147275349,0.5963768534,0.4036231466,1.4775586046,0.5621210534
0.0163877248,0.914020665,0.0,1.0,0.0,0.914020665
3.062104208,0.2067788256,0.7453000558,0.4187272459,1.7799177464,16.9354746853
0.9648528745,0.1927070975,0.0008166258,0.9991529091,0.0008173181,0.1918904718
3.1420562236,0.4126653127,0.5370656118,0.2188026881,2.4545658756,24.3117120706
3.8180421836,0.6995103047,0.3853469017,0.113901411,3.3831617916,42.9202862863
3.2345952209,0.418366093,0.5005097294,0.1913520352,2.6156488423,30.7329954878
3.1939684048,0.8450130432,0.7977394646,0.4846493293,1.6460137595,28.2993931593
3.5697024058,0.9305081465,0.5085800486,0.1720842695,2.9554127748,41.2037974381
2.612423976,0.0870202324,0.6172137413,0.3827862587,1.612423976,0.6533702264
2.9389276687,0.6534089041,0.6597283881,0.3402479645,1.9389635116,0.1981783875
